Meal_ID,Dish_Name,Cuisine_Type,Meal_Type,Dietary_Preference,Main_Ingredients,Calories_per_Serving,Protein_Content(g),Difficulty_Level,Occasion_Type
M1059,Rasam Rice,South Indian,Breakfast,Keto,"Tamarind, Tomato, Spices",316,24,Hard,Restaurant-Special
M1060,Rasam Rice,South Indian,Breakfast,Vegetarian,"Tamarind, Tomato, Spices",465,22,Easy,Restaurant-Special
M1061,Pongal,South Indian,Lunch,Vegetarian,"Rice, Moong Dal, Ghee",584,12,Medium,Daily
M1062,Rasam Rice,South Indian,Snack,Gluten-Free,"Tamarind, Tomato, Spices",183,30,Medium,Restaurant-Special
M1063,Chicken Chettinad,South Indian,Breakfast,Keto,"Chicken, Coconut, Spices",573,37,Easy,Party
M1064,Rasam Rice,South Indian,Dinner,Vegetarian,"Tamarind, Tomato, Spices",192,30,Hard,Restaurant-Special
M1065,Upma,South Indian,Snack,Vegan,"Rava, Vegetables, Spices",438,36,Hard,Daily
M1066,Masala Dosa,South Indian,Lunch,Non-Vegetarian,"Rice, Lentils, Potato",244,45,Easy,Festive
M1067,Pongal,South Indian,Snack,Gluten-Free,"Rice, Moong Dal, Ghee",532,42,Easy,Festive
M1068,Idli Sambar,South Indian,Dinner,Vegetarian,"Rice, Lentils, Vegetables",875,42,Hard,Party
M1069,Vada,South Indian,Lunch,Vegan,"Lentils, Spices",464,36,Medium,Restaurant-Special
M1070,Curd Rice,South Indian,Breakfast,High-Protein,"Rice, Curd, Spices",369,17,Medium,Restaurant-Special
M1071,Chicken Chettinad,South Indian,Dinner,Non-Vegetarian,"Chicken, Coconut, Spices",161,13,Hard,Party
M1072,Upma,South Indian,Lunch,Vegetarian,"Rava, Vegetables, Spices",661,29,Hard,Restaurant-Special
M1073,Chicken Chettinad,South Indian,Snack,Non-Vegetarian,"Chicken, Coconut, Spices",284,18,Easy,Party
M1074,Fish Curry,South Indian,Dinner,Vegan,"Fish, Tamarind, Spices",374,11,Medium,Festive
M1075,Idli Sambar,South Indian,Lunch,Keto,"Rice, Lentils, Vegetables",275,30,Medium,Festive
M1076,Masala Dosa,South Indian,Dinner,Gluten-Free,"Rice, Lentils, Potato",371,8,Easy,Festive
M1077,Upma,South Indian,Dinner,Non-Vegetarian,"Rava, Vegetables, Spices",774,26,Hard,Restaurant-Special
M1078,Fish Curry,South Indian,Breakfast,Vegan,"Fish, Tamarind, Spices",239,35,Hard,Restaurant-Special
M1079,Lemon Rice,South Indian,Dinner,Keto,"Rice, Lemon, Spices",791,18,Medium,Restaurant-Special
M1080,Lemon Rice,South Indian,Breakfast,Non-Vegetarian,"Rice, Lemon, Spices",431,36,Medium,Daily
M1081,Rasam Rice,South Indian,Snack,Vegetarian,"Tamarind, Tomato, Spices",817,44,Medium,Daily
M1082,Vada,South Indian,Breakfast,Vegetarian,"Lentils, Spices",790,16,Hard,Restaurant-Special
M1083,Vada,South Indian,Lunch,Vegan,"Lentils, Spices",291,39,Easy,Restaurant-Special
M1084,Idli Sambar,South Indian,Dinner,Vegan,"Rice, Lentils, Vegetables",408,14,Hard,Daily
M1085,Lemon Rice,South Indian,Dinner,Vegan,"Rice, Lemon, Spices",762,38,Easy,Party
M1086,Idli Sambar,South Indian,Lunch,Keto,"Rice, Lentils, Vegetables",610,25,Medium,Daily
M1087,Lemon Rice,South Indian,Breakfast,Gluten-Free,"Rice, Lemon, Spices",456,33,Hard,Restaurant-Special
M1088,Chicken Chettinad,South Indian,Snack,Vegetarian,"Chicken, Coconut, Spices",399,8,Easy,Party
M1089,Idli Sambar,South Indian,Snack,Vegetarian,"Rice, Lentils, Vegetables",864,37,Easy,Daily
M1090,Idli Sambar,South Indian,Breakfast,High-Protein,"Rice, Lentils, Vegetables",405,25,Easy,Party
M1091,Lemon Rice,South Indian,Lunch,High-Protein,"Rice, Lemon, Spices",209,8,Easy,Daily
M1092,Masala Dosa,South Indian,Breakfast,Vegetarian,"Rice, Lentils, Potato",678,44,Medium,Daily
M1093,Chicken Chettinad,South Indian,Lunch,Vegetarian,"Chicken, Coconut, Spices",417,17,Easy,Festive
M1094,Masala Dosa,South Indian,Snack,Gluten-Free,"Rice, Lentils, Potato",785,7,Easy,Daily
M1095,Chicken Chettinad,South Indian,Breakfast,High-Protein,"Chicken, Coconut, Spices",291,34,Hard,Daily
M1096,Fish Curry,South Indian,Breakfast,Non-Vegetarian,"Fish, Tamarind, Spices",695,15,Medium,Daily
M1097,Curd Rice,South Indian,Dinner,Vegetarian,"Rice, Curd, Spices",782,33,Medium,Restaurant-Special
M1098,Curd Rice,South Indian,Dinner,High-Protein,"Rice, Curd, Spices",545,44,Easy,Daily
M1099,Rasam Rice,South Indian,Snack,Gluten-Free,"Tamarind, Tomato, Spices",793,13,Easy,Festive
M1100,Vada,South Indian,Breakfast,Vegan,"Lentils, Spices",477,9,Medium,Party
M1101,Masala Dosa,South Indian,Lunch,Gluten-Free,"Rice, Lentils, Potato",163,41,Medium,Restaurant-Special
M1102,Vada,South Indian,Lunch,High-Protein,"Lentils, Spices",640,32,Hard,Daily
M1103,Masala Dosa,South Indian,Dinner,Non-Vegetarian,"Rice, Lentils, Potato",882,34,Easy,Restaurant-Special
M1104,Vada,South Indian,Snack,Keto,"Lentils, Spices",779,16,Hard,Daily
M1105,Fish Curry,South Indian,Snack,Vegetarian,"Fish, Tamarind, Spices",208,11,Easy,Daily
M1106,Masala Dosa,South Indian,Lunch,High-Protein,"Rice, Lentils, Potato",243,40,Hard,Daily
M1107,Idli Sambar,South Indian,Snack,High-Protein,"Rice, Lentils, Vegetables",205,4,Medium,Party
M1108,Curd Rice,South Indian,Dinner,High-Protein,"Rice, Curd, Spices",819,37,Medium,Restaurant-Special
M1109,Fish Curry,South Indian,Snack,High-Protein,"Fish, Tamarind, Spices",817,37,Hard,Party
M1110,Vada,South Indian,Snack,Gluten-Free,"Lentils, Spices",477,40,Hard,Party
M1111,Upma,South Indian,Lunch,Keto,"Rava, Vegetables, Spices",175,29,Hard,Festive
M1112,Fish Curry,South Indian,Snack,High-Protein,"Fish, Tamarind, Spices",496,28,Medium,Daily
M1113,Pongal,South Indian,Snack,High-Protein,"Rice, Moong Dal, Ghee",543,39,Easy,Restaurant-Special
M1114,Lemon Rice,South Indian,Lunch,Keto,"Rice, Lemon, Spices",493,39,Hard,Daily
M1115,Lemon Rice,South Indian,Lunch,Gluten-Free,"Rice, Lemon, Spices",540,15,Medium,Party
M1116,Upma,South Indian,Lunch,Vegetarian,"Rava, Vegetables, Spices",575,18,Medium,Restaurant-Special
M1117,Vada,South Indian,Breakfast,Non-Vegetarian,"Lentils, Spices",393,18,Hard,Restaurant-Special
M1118,Fish Curry,South Indian,Snack,High-Protein,"Fish, Tamarind, Spices",538,30,Medium,Festive
M1119,Vada,South Indian,Breakfast,Gluten-Free,"Lentils, Spices",878,7,Medium,Party
M1120,Masala Dosa,South Indian,Snack,Vegan,"Rice, Lentils, Potato",852,37,Hard,Party
M1121,Rasam Rice,South Indian,Breakfast,Vegan,"Tamarind, Tomato, Spices",884,5,Medium,Daily
M1122,Vada,South Indian,Dinner,Vegan,"Lentils, Spices",820,37,Medium,Daily
M1123,Vada,South Indian,Snack,Vegetarian,"Lentils, Spices",886,42,Easy,Festive
M1124,Curd Rice,South Indian,Lunch,Gluten-Free,"Rice, Curd, Spices",191,6,Hard,Party
M1125,Masala Dosa,South Indian,Lunch,Non-Vegetarian,"Rice, Lentils, Potato",694,30,Medium,Party
M1126,Pongal,South Indian,Breakfast,Non-Vegetarian,"Rice, Moong Dal, Ghee",540,3,Easy,Restaurant-Special
M1127,Vada,South Indian,Snack,Non-Vegetarian,"Lentils, Spices",212,3,Medium,Restaurant-Special
M1128,Lemon Rice,South Indian,Snack,Non-Vegetarian,"Rice, Lemon, Spices",789,29,Easy,Restaurant-Special
M1129,Chicken Chettinad,South Indian,Snack,Keto,"Chicken, Coconut, Spices",357,19,Easy,Festive
M1130,Idli Sambar,South Indian,Breakfast,Keto,"Rice, Lentils, Vegetables",396,32,Easy,Daily
M1131,Fish Curry,South Indian,Lunch,Non-Vegetarian,"Fish, Tamarind, Spices",543,8,Easy,Party
M1132,Upma,South Indian,Dinner,Non-Vegetarian,"Rava, Vegetables, Spices",552,31,Easy,Party
M1133,Fish Curry,South Indian,Breakfast,Vegetarian,"Fish, Tamarind, Spices",355,13,Medium,Daily
M1134,Rasam Rice,South Indian,Lunch,Vegan,"Tamarind, Tomato, Spices",271,10,Medium,Party
M1135,Lemon Rice,South Indian,Snack,Gluten-Free,"Rice, Lemon, Spices",652,24,Medium,Restaurant-Special
M1136,Fish Curry,South Indian,Snack,Keto,"Fish, Tamarind, Spices",257,21,Hard,Daily
M1137,Masala Dosa,South Indian,Lunch,Vegan,"Rice, Lentils, Potato",383,3,Medium,Daily
M1138,Masala Dosa,South Indian,Snack,Vegetarian,"Rice, Lentils, Potato",751,32,Easy,Daily
M1139,Curd Rice,South Indian,Dinner,High-Protein,"Rice, Curd, Spices",762,27,Hard,Daily
M1140,Rasam Rice,South Indian,Lunch,Vegan,"Tamarind, Tomato, Spices",379,13,Easy,Restaurant-Special
M1141,Upma,South Indian,Snack,Keto,"Rava, Vegetables, Spices",573,24,Easy,Restaurant-Special
M1142,Pongal,South Indian,Breakfast,Non-Vegetarian,"Rice, Moong Dal, Ghee",273,24,Easy,Festive
M1143,Chicken Chettinad,South Indian,Breakfast,Vegan,"Chicken, Coconut, Spices",636,38,Medium,Festive
M1144,Rasam Rice,South Indian,Snack,Keto,"Tamarind, Tomato, Spices",655,32,Easy,Restaurant-Special
M1145,Pongal,South Indian,Snack,Keto,"Rice, Moong Dal, Ghee",404,30,Hard,Restaurant-Special
M1146,Curd Rice,South Indian,Lunch,Vegan,"Rice, Curd, Spices",381,23,Medium,Restaurant-Special
M1147,Lemon Rice,South Indian,Breakfast,High-Protein,"Rice, Lemon, Spices",420,9,Easy,Festive
M1148,Masala Dosa,South Indian,Breakfast,Keto,"Rice, Lentils, Potato",172,10,Easy,Restaurant-Special
M1149,Rasam Rice,South Indian,Lunch,Vegetarian,"Tamarind, Tomato, Spices",175,43,Hard,Party
M1150,Upma,South Indian,Dinner,High-Protein,"Rava, Vegetables, Spices",220,18,Easy,Party
M1151,Curd Rice,South Indian,Lunch,Gluten-Free,"Rice, Curd, Spices",392,43,Medium,Daily
M1152,Chicken Chettinad,South Indian,Dinner,Keto,"Chicken, Coconut, Spices",455,26,Hard,Party
M1153,Pongal,South Indian,Lunch,High-Protein,"Rice, Moong Dal, Ghee",495,24,Hard,Festive
M1154,Pongal,South Indian,Dinner,Keto,"Rice, Moong Dal, Ghee",436,12,Easy,Restaurant-Special
M1155,Masala Dosa,South Indian,Snack,High-Protein,"Rice, Lentils, Potato",865,11,Hard,Party
M1156,Curd Rice,South Indian,Lunch,Vegan,"Rice, Curd, Spices",604,25,Easy,Daily
M1157,Upma,South Indian,Breakfast,High-Protein,"Rava, Vegetables, Spices",625,44,Hard,Daily
M1158,Vada,South Indian,Lunch,High-Protein,"Lentils, Spices",418,31,Easy,Party
M1159,Upma,South Indian,Breakfast,Keto,"Rava, Vegetables, Spices",704,9,Hard,Daily
M1160,Pongal,South Indian,Dinner,Non-Vegetarian,"Rice, Moong Dal, Ghee",481,44,Easy,Festive
M1161,Vada,South Indian,Lunch,Vegan,"Lentils, Spices",631,39,Easy,Daily
M1162,Upma,South Indian,Dinner,Vegan,"Rava, Vegetables, Spices",814,39,Easy,Restaurant-Special
M1163,Upma,South Indian,Snack,High-Protein,"Rava, Vegetables, Spices",380,25,Medium,Daily
M1164,Fish Curry,South Indian,Lunch,High-Protein,"Fish, Tamarind, Spices",845,26,Medium,Daily
M1165,Chicken Chettinad,South Indian,Dinner,High-Protein,"Chicken, Coconut, Spices",273,29,Hard,Festive
M1166,Vada,South Indian,Breakfast,Vegetarian,"Lentils, Spices",589,33,Medium,Festive
M1167,Fish Curry,South Indian,Lunch,Non-Vegetarian,"Fish, Tamarind, Spices",446,43,Easy,Party
M1168,Upma,South Indian,Lunch,Vegetarian,"Rava, Vegetables, Spices",584,26,Hard,Daily
M1169,Masala Dosa,South Indian,Dinner,Vegetarian,"Rice, Lentils, Potato",881,30,Hard,Restaurant-Special
M1170,Fish Curry,South Indian,Lunch,High-Protein,"Fish, Tamarind, Spices",218,31,Medium,Festive
M1171,Lemon Rice,South Indian,Snack,Vegetarian,"Rice, Lemon, Spices",482,20,Medium,Daily
M1172,Curd Rice,South Indian,Snack,Gluten-Free,"Rice, Curd, Spices",568,32,Hard,Restaurant-Special
M1173,Upma,South Indian,Dinner,Keto,"Rava, Vegetables, Spices",267,28,Medium,Restaurant-Special
M1174,Curd Rice,South Indian,Dinner,Vegetarian,"Rice, Curd, Spices",531,37,Medium,Restaurant-Special
M1175,Chicken Chettinad,South Indian,Dinner,High-Protein,"Chicken, Coconut, Spices",467,35,Medium,Daily
M1176,Idli Sambar,South Indian,Dinner,High-Protein,"Rice, Lentils, Vegetables",359,11,Medium,Daily
M1177,Lemon Rice,South Indian,Lunch,Vegetarian,"Rice, Lemon, Spices",755,18,Medium,Restaurant-Special
M1178,Chicken Chettinad,South Indian,Lunch,Vegetarian,"Chicken, Coconut, Spices",778,42,Easy,Festive
M1179,Masala Dosa,South Indian,Dinner,Non-Vegetarian,"Rice, Lentils, Potato",886,5,Easy,Festive
M1180,Idli Sambar,South Indian,Snack,Gluten-Free,"Rice, Lentils, Vegetables",639,30,Easy,Festive
M1181,Curd Rice,South Indian,Lunch,Keto,"Rice, Curd, Spices",242,34,Hard,Party
M1182,Curd Rice,South Indian,Dinner,Non-Vegetarian,"Rice, Curd, Spices",482,22,Easy,Restaurant-Special
M1183,Masala Dosa,South Indian,Lunch,Keto,"Rice, Lentils, Potato",448,22,Medium,Festive
M1184,Masala Dosa,South Indian,Lunch,Non-Vegetarian,"Rice, Lentils, Potato",568,12,Hard,Party
M1185,Upma,South Indian,Dinner,Vegan,"Rava, Vegetables, Spices",393,19,Medium,Restaurant-Special
M1186,Vada,South Indian,Dinner,High-Protein,"Lentils, Spices",692,20,Hard,Festive
M1187,Upma,South Indian,Lunch,Keto,"Rava, Vegetables, Spices",670,34,Medium,Party
M1188,Idli Sambar,South Indian,Breakfast,High-Protein,"Rice, Lentils, Vegetables",153,36,Medium,Festive
M1189,Pongal,South Indian,Dinner,Vegetarian,"Rice, Moong Dal, Ghee",408,41,Easy,Daily
M1190,Idli Sambar,South Indian,Breakfast,Keto,"Rice, Lentils, Vegetables",734,24,Easy,Festive
M1191,Rasam Rice,South Indian,Lunch,Vegan,"Tamarind, Tomato, Spices",302,16,Hard,Restaurant-Special
M1192,Idli Sambar,South Indian,Dinner,Gluten-Free,"Rice, Lentils, Vegetables",543,8,Easy,Daily
M1193,Fish Curry,South Indian,Breakfast,Vegetarian,"Fish, Tamarind, Spices",758,36,Medium,Festive
M1194,Curd Rice,South Indian,Dinner,Keto,"Rice, Curd, Spices",710,10,Easy,Daily
M1195,Lemon Rice,South Indian,Dinner,Non-Vegetarian,"Rice, Lemon, Spices",900,44,Medium,Party
M1196,Fish Curry,South Indian,Breakfast,Vegetarian,"Fish, Tamarind, Spices",564,20,Hard,Daily
M1197,Rasam Rice,South Indian,Breakfast,Gluten-Free,"Tamarind, Tomato, Spices",836,35,Medium,Daily
M1198,Rasam Rice,South Indian,Lunch,Vegetarian,"Tamarind, Tomato, Spices",826,27,Easy,Festive
M1199,Fish Curry,South Indian,Breakfast,High-Protein,"Fish, Tamarind, Spices",539,25,Easy,Daily
M1200,Lemon Rice,South Indian,Breakfast,Non-Vegetarian,"Rice, Lemon, Spices",711,44,Easy,Festive
M1201,Pongal,South Indian,Snack,Vegetarian,"Rice, Moong Dal, Ghee",524,9,Medium,Party
M1202,Vada,South Indian,Snack,Non-Vegetarian,"Lentils, Spices",562,36,Hard,Restaurant-Special
M1203,Lemon Rice,South Indian,Dinner,High-Protein,"Rice, Lemon, Spices",656,35,Easy,Party
M1204,Vada,South Indian,Dinner,Keto,"Lentils, Spices",324,39,Hard,Restaurant-Special
M1205,Upma,South Indian,Breakfast,Non-Vegetarian,"Rava, Vegetables, Spices",425,16,Hard,Festive
M1206,Idli Sambar,South Indian,Snack,Keto,"Rice, Lentils, Vegetables",239,18,Easy,Restaurant-Special
M1207,Lemon Rice,South Indian,Snack,Non-Vegetarian,"Rice, Lemon, Spices",480,37,Medium,Daily
M1208,Curd Rice,South Indian,Lunch,Keto,"Rice, Curd, Spices",681,29,Easy,Daily
M1209,Fish Curry,South Indian,Breakfast,Gluten-Free,"Fish, Tamarind, Spices",810,9,Hard,Daily
M1210,Idli Sambar,South Indian,Lunch,Gluten-Free,"Rice, Lentils, Vegetables",593,16,Easy,Restaurant-Special
M1211,Pongal,South Indian,Dinner,Vegetarian,"Rice, Moong Dal, Ghee",796,40,Easy,Daily
M1212,Upma,South Indian,Snack,Non-Vegetarian,"Rava, Vegetables, Spices",302,9,Easy,Festive
M1213,Vada,South Indian,Breakfast,Non-Vegetarian,"Lentils, Spices",716,8,Medium,Party
M1214,Upma,South Indian,Breakfast,Keto,"Rava, Vegetables, Spices",728,35,Easy,Daily
M1215,Chicken Chettinad,South Indian,Breakfast,Vegetarian,"Chicken, Coconut, Spices",888,8,Hard,Festive
M1216,Masala Dosa,South Indian,Dinner,Keto,"Rice, Lentils, Potato",844,20,Hard,Daily
M1217,Chicken Chettinad,South Indian,Dinner,Vegan,"Chicken, Coconut, Spices",778,12,Hard,Festive
M1218,Lemon Rice,South Indian,Dinner,Gluten-Free,"Rice, Lemon, Spices",551,20,Easy,Restaurant-Special
M1219,Fish Curry,South Indian,Breakfast,High-Protein,"Fish, Tamarind, Spices",863,10,Hard,Restaurant-Special
M1220,Vada,South Indian,Lunch,Vegetarian,"Lentils, Spices",290,33,Hard,Festive
M1221,Pongal,South Indian,Snack,Keto,"Rice, Moong Dal, Ghee",251,23,Medium,Restaurant-Special
M1222,Rasam Rice,South Indian,Dinner,Vegan,"Tamarind, Tomato, Spices",680,28,Easy,Daily
M1223,Masala Dosa,South Indian,Breakfast,Gluten-Free,"Rice, Lentils, Potato",763,4,Hard,Party
M1224,Upma,South Indian,Snack,High-Protein,"Rava, Vegetables, Spices",764,32,Hard,Festive
M1225,Curd Rice,South Indian,Snack,High-Protein,"Rice, Curd, Spices",620,7,Hard,Party
M1226,Upma,South Indian,Dinner,Vegan,"Rava, Vegetables, Spices",881,28,Medium,Party
M1227,Vada,South Indian,Dinner,Vegetarian,"Lentils, Spices",334,40,Hard,Daily
M1228,Chicken Chettinad,South Indian,Dinner,Keto,"Chicken, Coconut, Spices",210,9,Easy,Party
M1229,Chicken Chettinad,South Indian,Lunch,Vegan,"Chicken, Coconut, Spices",505,28,Easy,Party
M1230,Vada,South Indian,Snack,High-Protein,"Lentils, Spices",269,32,Hard,Restaurant-Special
M1231,Lemon Rice,South Indian,Breakfast,Vegetarian,"Rice, Lemon, Spices",864,12,Hard,Party
M1232,Upma,South Indian,Snack,High-Protein,"Rava, Vegetables, Spices",248,19,Easy,Restaurant-Special
M1233,Upma,South Indian,Breakfast,Keto,"Rava, Vegetables, Spices",261,45,Medium,Festive
M1234,Pongal,South Indian,Snack,Keto,"Rice, Moong Dal, Ghee",338,9,Medium,Restaurant-Special
M1235,Chicken Chettinad,South Indian,Breakfast,Non-Vegetarian,"Chicken, Coconut, Spices",738,14,Hard,Daily
M1236,Rasam Rice,South Indian,Lunch,Vegetarian,"Tamarind, Tomato, Spices",330,13,Hard,Party
M1237,Pongal,South Indian,Dinner,Vegan,"Rice, Moong Dal, Ghee",619,41,Medium,Festive
M1238,Lemon Rice,South Indian,Breakfast,Non-Vegetarian,"Rice, Lemon, Spices",357,25,Medium,Festive
M1239,Fish Curry,South Indian,Snack,Non-Vegetarian,"Fish, Tamarind, Spices",590,15,Medium,Restaurant-Special
M1240,Curd Rice,South Indian,Breakfast,Vegan,"Rice, Curd, Spices",878,7,Easy,Festive
M1241,Rasam Rice,South Indian,Snack,High-Protein,"Tamarind, Tomato, Spices",802,18,Medium,Party
M1242,Fish Curry,South Indian,Lunch,High-Protein,"Fish, Tamarind, Spices",529,24,Easy,Party
M1243,Idli Sambar,South Indian,Lunch,Vegetarian,"Rice, Lentils, Vegetables",848,43,Hard,Restaurant-Special
M1244,Vada,South Indian,Snack,High-Protein,"Lentils, Spices",389,28,Easy,Festive
M1245,Idli Sambar,South Indian,Breakfast,Vegetarian,"Rice, Lentils, Vegetables",320,21,Hard,Festive
M1246,Rasam Rice,South Indian,Snack,Gluten-Free,"Tamarind, Tomato, Spices",428,11,Hard,Daily
M1247,Idli Sambar,South Indian,Snack,Non-Vegetarian,"Rice, Lentils, Vegetables",704,12,Easy,Daily
M1248,Fish Curry,South Indian,Snack,Non-Vegetarian,"Fish, Tamarind, Spices",379,16,Easy,Festive
M1249,Lemon Rice,South Indian,Dinner,High-Protein,"Rice, Lemon, Spices",693,5,Easy,Restaurant-Special
M1250,Masala Dosa,South Indian,Breakfast,Vegan,"Rice, Lentils, Potato",599,21,Easy,Restaurant-Special
M1251,Fish Curry,South Indian,Lunch,Gluten-Free,"Fish, Tamarind, Spices",536,5,Easy,Festive
M1252,Curd Rice,South Indian,Breakfast,Vegetarian,"Rice, Curd, Spices",697,39,Hard,Restaurant-Special
M1253,Lemon Rice,South Indian,Dinner,Vegan,"Rice, Lemon, Spices",170,3,Hard,Daily
M1254,Vada,South Indian,Breakfast,High-Protein,"Lentils, Spices",667,15,Medium,Restaurant-Special
M1255,Chicken Chettinad,South Indian,Dinner,Non-Vegetarian,"Chicken, Coconut, Spices",568,23,Easy,Daily
M1256,Curd Rice,South Indian,Breakfast,Vegetarian,"Rice, Curd, Spices",233,14,Easy,Restaurant-Special
M1257,Idli Sambar,South Indian,Lunch,Keto,"Rice, Lentils, Vegetables",524,24,Easy,Restaurant-Special
M1258,Lemon Rice,South Indian,Breakfast,Vegetarian,"Rice, Lemon, Spices",819,32,Hard,Party
M1259,Lemon Rice,South Indian,Lunch,Vegan,"Rice, Lemon, Spices",373,36,Easy,Festive
M1260,Fish Curry,South Indian,Snack,Vegan,"Fish, Tamarind, Spices",373,17,Medium,Restaurant-Special
M1261,Curd Rice,South Indian,Lunch,Vegetarian,"Rice, Curd, Spices",627,20,Hard,Festive
M1262,Curd Rice,South Indian,Snack,High-Protein,"Rice, Curd, Spices",564,37,Hard,Daily
M1263,Upma,South Indian,Breakfast,Gluten-Free,"Rava, Vegetables, Spices",733,10,Hard,Festive
M1264,Curd Rice,South Indian,Breakfast,Vegetarian,"Rice, Curd, Spices",178,38,Hard,Festive
M1265,Rasam Rice,South Indian,Lunch,Non-Vegetarian,"Tamarind, Tomato, Spices",865,24,Medium,Restaurant-Special
M1266,Vada,South Indian,Breakfast,Non-Vegetarian,"Lentils, Spices",561,26,Medium,Party
M1267,Upma,South Indian,Breakfast,Non-Vegetarian,"Rava, Vegetables, Spices",531,5,Hard,Daily
M1268,Lemon Rice,South Indian,Lunch,Gluten-Free,"Rice, Lemon, Spices",166,14,Medium,Restaurant-Special
M1269,Fish Curry,South Indian,Breakfast,High-Protein,"Fish, Tamarind, Spices",880,37,Easy,Restaurant-Special
M1270,Masala Dosa,South Indian,Snack,Vegan,"Rice, Lentils, Potato",290,7,Medium,Party
M1271,Pongal,South Indian,Snack,Vegetarian,"Rice, Moong Dal, Ghee",757,18,Medium,Festive
M1272,Idli Sambar,South Indian,Snack,High-Protein,"Rice, Lentils, Vegetables",535,10,Easy,Restaurant-Special
M1273,Pongal,South Indian,Dinner,Gluten-Free,"Rice, Moong Dal, Ghee",491,34,Medium,Daily
M1274,Fish Curry,South Indian,Snack,Gluten-Free,"Fish, Tamarind, Spices",308,27,Easy,Festive
M1275,Upma,South Indian,Snack,Vegetarian,"Rava, Vegetables, Spices",519,24,Hard,Festive
M1276,Lemon Rice,South Indian,Lunch,Vegetarian,"Rice, Lemon, Spices",807,35,Hard,Restaurant-Special
M1277,Rasam Rice,South Indian,Dinner,Gluten-Free,"Tamarind, Tomato, Spices",571,41,Medium,Festive
M1278,Chicken Chettinad,South Indian,Lunch,Vegan,"Chicken, Coconut, Spices",334,10,Hard,Daily
M1279,Upma,South Indian,Dinner,Non-Vegetarian,"Rava, Vegetables, Spices",316,28,Medium,Daily
M1280,Vada,South Indian,Snack,Keto,"Lentils, Spices",687,35,Easy,Restaurant-Special
M1281,Masala Dosa,South Indian,Lunch,Gluten-Free,"Rice, Lentils, Potato",478,29,Easy,Daily
M1282,Lemon Rice,South Indian,Lunch,Vegetarian,"Rice, Lemon, Spices",404,16,Hard,Restaurant-Special
M1283,Masala Dosa,South Indian,Dinner,High-Protein,"Rice, Lentils, Potato",755,18,Easy,Daily
M1284,Fish Curry,South Indian,Lunch,Vegetarian,"Fish, Tamarind, Spices",785,17,Hard,Party
M1285,Chicken Chettinad,South Indian,Snack,Non-Vegetarian,"Chicken, Coconut, Spices",724,6,Easy,Party
M1286,Vada,South Indian,Snack,High-Protein,"Lentils, Spices",451,10,Easy,Daily
M1287,Lemon Rice,South Indian,Dinner,Vegan,"Rice, Lemon, Spices",856,39,Easy,Festive
M1288,Idli Sambar,South Indian,Dinner,Gluten-Free,"Rice, Lentils, Vegetables",727,4,Easy,Restaurant-Special
M1289,Lemon Rice,South Indian,Dinner,Vegan,"Rice, Lemon, Spices",798,23,Hard,Restaurant-Special
M1290,Idli Sambar,South Indian,Snack,Vegan,"Rice, Lentils, Vegetables",255,29,Easy,Daily
M1291,Lemon Rice,South Indian,Breakfast,Vegetarian,"Rice, Lemon, Spices",277,39,Medium,Festive
M1292,Masala Dosa,South Indian,Breakfast,Vegetarian,"Rice, Lentils, Potato",629,40,Hard,Daily
M1293,Pongal,South Indian,Dinner,Vegan,"Rice, Moong Dal, Ghee",180,13,Medium,Party
M1294,Vada,South Indian,Lunch,Vegetarian,"Lentils, Spices",537,26,Hard,Festive
M1295,Lemon Rice,South Indian,Breakfast,Non-Vegetarian,"Rice, Lemon, Spices",517,23,Hard,Daily
M1296,Chicken Chettinad,South Indian,Snack,Non-Vegetarian,"Chicken, Coconut, Spices",851,24,Hard,Party
M1297,Idli Sambar,South Indian,Breakfast,Vegan,"Rice, Lentils, Vegetables",816,3,Medium,Festive
M1298,Curd Rice,South Indian,Dinner,Vegan,"Rice, Curd, Spices",628,31,Easy,Party
M1299,Chicken Chettinad,South Indian,Snack,Vegan,"Chicken, Coconut, Spices",784,36,Easy,Party
M1300,Upma,South Indian,Breakfast,High-Protein,"Rava, Vegetables, Spices",556,31,Hard,Party
M1301,Masala Dosa,South Indian,Lunch,Gluten-Free,"Rice, Lentils, Potato",252,12,Medium,Festive
M1302,Chicken Chettinad,South Indian,Lunch,High-Protein,"Chicken, Coconut, Spices",226,7,Easy,Festive
M1303,Pongal,South Indian,Dinner,Vegan,"Rice, Moong Dal, Ghee",530,23,Easy,Daily
M1304,Curd Rice,South Indian,Breakfast,High-Protein,"Rice, Curd, Spices",390,22,Easy,Festive
M1305,Rasam Rice,South Indian,Lunch,High-Protein,"Tamarind, Tomato, Spices",588,15,Easy,Daily
M1306,Curd Rice,South Indian,Lunch,Vegan,"Rice, Curd, Spices",659,5,Hard,Daily
M1307,Pongal,South Indian,Dinner,Keto,"Rice, Moong Dal, Ghee",363,33,Medium,Daily
M1308,Lemon Rice,South Indian,Lunch,High-Protein,"Rice, Lemon, Spices",527,6,Easy,Daily
M1309,Chicken Chettinad,South Indian,Dinner,Vegan,"Chicken, Coconut, Spices",536,41,Easy,Daily
M1310,Rasam Rice,South Indian,Snack,Gluten-Free,"Tamarind, Tomato, Spices",393,31,Hard,Festive
M1311,Masala Dosa,South Indian,Dinner,High-Protein,"Rice, Lentils, Potato",810,19,Easy,Daily
