Meal_ID,Dish_Name,Cuisine_Type,Meal_Type,Dietary_Preference,Main_Ingredients,Calories_per_Serving,Protein_Content(g),Difficulty_Level,Occasion_Type
M1453,Butter Chicken,North Indian,Dinner,Keto,"Chicken, Butter, Tomato",361,36,Medium,Restaurant-Special
M0594,Rasam Rice,South Indian,Snack,Vegan,"Tamarind, Tomato, Spices",751,39,Hard,Festive
M0678,Upma,South Indian,Lunch,Gluten-Free,"Rava, Vegetables, Spices",341,36,Hard,Party
M0042,Masala Dosa,South Indian,Dinner,High-Protein,"Rice, Lentils, Potato",410,26,Medium,Party
M1834,Biryani,North Indian,Dinner,High-Protein,"Rice, Meat/Vegetables, Spices",296,23,Hard,Restaurant-Special
M2390,Paneer Butter Masala,North Indian,Breakfast,Vegan,"Paneer, Tomato, Spices",792,45,Medium,Daily
M2155,Palak Paneer,North Indian,Lunch,Non-Vegetarian,"Spinach, Paneer, Spices",173,20,Hard,Restaurant-Special
M1942,Palak Paneer,North Indian,Dinner,Vegan,"Spinach, Paneer, Spices",471,8,Medium,Festive
M0244,Rasam Rice,South Indian,Breakfast,Vegetarian,"Tamarind, Tomato, Spices",502,38,Hard,Daily
M1125,Masala Dosa,South Indian,Lunch,Non-Vegetarian,"Rice, Lentils, Potato",694,30,Medium,Party
M1340,Chicken Chettinad,South Indian,Dinner,Keto,"Chicken, Coconut, Spices",586,40,Medium,Festive
M1867,Kadhi Pakora,North Indian,Snack,Keto,"Besan, Curd, Spices",437,36,Medium,Festive
M3215,Chicken Fried Rice,Indo-Chinese,Breakfast,Vegan,"Rice, Chicken, Soy Sauce",712,29,Hard,Daily
M3168,Hakka Noodles,Indo-Chinese,Lunch,Gluten-Free,"Noodles, Vegetables, Soy Sauce",456,5,Hard,Restaurant-Special
M1443,Biryani,North Indian,Dinner,High-Protein,"Rice, Meat/Vegetables, Spices",781,15,Medium,Daily
M0262,Chicken Chettinad,South Indian,Lunch,High-Protein,"Chicken, Coconut, Spices",163,9,Easy,Festive
M3722,American Chopsuey,Indo-Chinese,Dinner,Vegan,"Noodles, Vegetables, Sauce",885,35,Easy,Party
M3255,American Chopsuey,Indo-Chinese,Snack,Gluten-Free,"Noodles, Vegetables, Sauce",187,33,Easy,Daily
M2243,Chole Bhature,North Indian,Breakfast,Keto,"Chickpeas, Maida, Spices",363,28,Medium,Restaurant-Special
M2689,Chicken Fried Rice,Indo-Chinese,Snack,Vegan,"Rice, Chicken, Soy Sauce",152,43,Hard,Festive
M2655,Hakka Noodles,Indo-Chinese,Snack,Keto,"Noodles, Vegetables, Soy Sauce",850,12,Hard,Party
M0835,Masala Dosa,South Indian,Snack,Vegan,"Rice, Lentils, Potato",690,6,Hard,Party
M3566,Chicken Manchurian,Indo-Chinese,Snack,High-Protein,"Chicken, Maida, Spices",295,31,Hard,Festive
M3666,Paneer Chilli,Indo-Chinese,Breakfast,Gluten-Free,"Paneer, Capsicum, Soy Sauce",721,15,Hard,Restaurant-Special
M3001,Schezwan Noodles,Indo-Chinese,Breakfast,Non-Vegetarian,"Noodles, Vegetables, Schezwan Sauce",401,29,Easy,Party
M2803,Chicken Manchurian,Indo-Chinese,Lunch,Keto,"Chicken, Maida, Spices",774,7,Easy,Daily
M0341,Masala Dosa,South Indian,Breakfast,Gluten-Free,"Rice, Lentils, Potato",596,38,Easy,Festive
M1873,Palak Paneer,North Indian,Breakfast,High-Protein,"Spinach, Paneer, Spices",241,26,Medium,Party
M0749,Rasam Rice,South Indian,Lunch,Keto,"Tamarind, Tomato, Spices",252,23,Medium,Restaurant-Special
M1892,Dal Makhani,North Indian,Snack,Gluten-Free,"Urad Dal, Butter, Cream",505,22,Easy,Restaurant-Special
M0481,Fish Curry,South Indian,Breakfast,Vegan,"Fish, Tamarind, Spices",831,38,Easy,Daily
M1865,Dal Makhani,North Indian,Breakfast,Keto,"Urad Dal, Butter, Cream",277,6,Medium,Restaurant-Special
M2219,Rajma Chawal,North Indian,Snack,Gluten-Free,"Rajma, Rice, Spices",151,4,Hard,Party
M2616,Hakka Noodles,Indo-Chinese,Snack,Vegetarian,"Noodles, Vegetables, Soy Sauce",807,13,Hard,Festive
M2269,Rajma Chawal,North Indian,Snack,High-Protein,"Rajma, Rice, Spices",419,28,Medium,Party
M0784,Chicken Chettinad,South Indian,Breakfast,Keto,"Chicken, Coconut, Spices",398,43,Easy,Daily
M3425,Chicken Fried Rice,Indo-Chinese,Lunch,High-Protein,"Rice, Chicken, Soy Sauce",590,12,Easy,Daily
M3301,Veg Fried Rice,Indo-Chinese,Breakfast,Gluten-Free,"Rice, Mixed Veg, Soy Sauce",492,4,Medium,Restaurant-Special
M2607,Veg Spring Rolls,Indo-Chinese,Lunch,High-Protein,"Vegetables, Maida, Spices",383,14,Easy,Festive
M3196,Paneer Chilli,Indo-Chinese,Snack,Gluten-Free,"Paneer, Capsicum, Soy Sauce",577,20,Medium,Daily
M3637,Chilli Chicken,Indo-Chinese,Lunch,Keto,"Chicken, Capsicum, Spices",254,29,Easy,Restaurant-Special
M2494,Paneer Chilli,Indo-Chinese,Lunch,Vegan,"Paneer, Capsicum, Soy Sauce",449,30,Medium,Daily
M1726,Dal Makhani,North Indian,Lunch,Gluten-Free,"Urad Dal, Butter, Cream",283,32,Medium,Restaurant-Special
M1845,Butter Chicken,North Indian,Breakfast,Vegetarian,"Chicken, Butter, Tomato",325,20,Medium,Party
M2621,Schezwan Noodles,Indo-Chinese,Lunch,Non-Vegetarian,"Noodles, Vegetables, Schezwan Sauce",731,3,Medium,Restaurant-Special
M2811,Paneer Chilli,Indo-Chinese,Dinner,Gluten-Free,"Paneer, Capsicum, Soy Sauce",546,38,Easy,Party
M1785,Baingan Bharta,North Indian,Dinner,Vegetarian,"Brinjal, Onion, Tomato",639,10,Easy,Party
M1272,Idli Sambar,South Indian,Snack,High-Protein,"Rice, Lentils, Vegetables",535,10,Easy,Restaurant-Special
M3229,Chicken Fried Rice,Indo-Chinese,Dinner,Vegan,"Rice, Chicken, Soy Sauce",481,14,Medium,Festive
M2003,Chole Bhature,North Indian,Lunch,Gluten-Free,"Chickpeas, Maida, Spices",705,38,Hard,Restaurant-Special
M1128,Lemon Rice,South Indian,Snack,Non-Vegetarian,"Rice, Lemon, Spices",789,29,Easy,Restaurant-Special
M0627,Vada,South Indian,Lunch,High-Protein,"Lentils, Spices",886,43,Hard,Party
M0348,Pongal,South Indian,Dinner,Non-Vegetarian,"Rice, Moong Dal, Ghee",589,20,Medium,Restaurant-Special
M3503,Veg Spring Rolls,Indo-Chinese,Lunch,Non-Vegetarian,"Vegetables, Maida, Spices",549,41,Easy,Party
M2542,Hakka Noodles,Indo-Chinese,Breakfast,Vegan,"Noodles, Vegetables, Soy Sauce",203,42,Medium,Restaurant-Special
M1566,Chole Bhature,North Indian,Dinner,Gluten-Free,"Chickpeas, Maida, Spices",776,39,Easy,Daily
M2099,Dal Makhani,North Indian,Breakfast,Keto,"Urad Dal, Butter, Cream",200,26,Easy,Restaurant-Special
M0980,Pongal,South Indian,Breakfast,Vegetarian,"Rice, Moong Dal, Ghee",699,23,Medium,Festive
M1424,Vada,South Indian,Snack,High-Protein,"Lentils, Spices",805,37,Hard,Party
M3438,Hakka Noodles,Indo-Chinese,Breakfast,Gluten-Free,"Noodles, Vegetables, Soy Sauce",853,42,Easy,Restaurant-Special
M3366,Chilli Chicken,Indo-Chinese,Breakfast,Non-Vegetarian,"Chicken, Capsicum, Spices",689,28,Hard,Festive
M0912,Chicken Chettinad,South Indian,Snack,Vegan,"Chicken, Coconut, Spices",686,37,Easy,Daily
M2496,Chicken Manchurian,Indo-Chinese,Snack,Vegetarian,"Chicken, Maida, Spices",777,22,Easy,Party
M0633,Idli Sambar,South Indian,Breakfast,Non-Vegetarian,"Rice, Lentils, Vegetables",352,30,Medium,Restaurant-Special
M1750,Palak Paneer,North Indian,Breakfast,Keto,"Spinach, Paneer, Spices",236,17,Medium,Party
M0446,Idli Sambar,South Indian,Dinner,Vegan,"Rice, Lentils, Vegetables",788,12,Hard,Festive
M0618,Lemon Rice,South Indian,Snack,High-Protein,"Rice, Lemon, Spices",367,26,Medium,Party
M2104,Butter Chicken,North Indian,Breakfast,Non-Vegetarian,"Chicken, Butter, Tomato",366,43,Medium,Daily
M1897,Chole Bhature,North Indian,Lunch,Non-Vegetarian,"Chickpeas, Maida, Spices",555,4,Medium,Restaurant-Special
M2171,Biryani,North Indian,Snack,Keto,"Rice, Meat/Vegetables, Spices",209,16,Easy,Daily
M2595,American Chopsuey,Indo-Chinese,Lunch,High-Protein,"Noodles, Vegetables, Sauce",462,11,Easy,Festive
M2844,Gobi Manchurian,Indo-Chinese,Breakfast,Vegetarian,"Cauliflower, Maida, Spices",760,44,Medium,Party
M2432,Paneer Chilli,Indo-Chinese,Breakfast,Keto,"Paneer, Capsicum, Soy Sauce",756,7,Medium,Party
M3390,Veg Fried Rice,Indo-Chinese,Dinner,Non-Vegetarian,"Rice, Mixed Veg, Soy Sauce",347,4,Medium,Daily
M3375,Gobi Manchurian,Indo-Chinese,Lunch,Non-Vegetarian,"Cauliflower, Maida, Spices",473,38,Easy,Festive
M1466,Paneer Butter Masala,North Indian,Dinner,Non-Vegetarian,"Paneer, Tomato, Spices",737,35,Medium,Festive
M1673,Dal Makhani,North Indian,Snack,Vegetarian,"Urad Dal, Butter, Cream",295,15,Hard,Restaurant-Special
M2114,Kadhi Pakora,North Indian,Dinner,Vegan,"Besan, Curd, Spices",405,9,Hard,Daily
M0116,Vada,South Indian,Snack,Keto,"Lentils, Spices",858,38,Hard,Restaurant-Special
M1495,Baingan Bharta,North Indian,Breakfast,Gluten-Free,"Brinjal, Onion, Tomato",714,42,Medium,Restaurant-Special
M0354,Idli Sambar,South Indian,Dinner,Gluten-Free,"Rice, Lentils, Vegetables",224,13,Easy,Daily
M1233,Upma,South Indian,Breakfast,Keto,"Rava, Vegetables, Spices",261,45,Medium,Festive
M0614,Chicken Chettinad,South Indian,Breakfast,Non-Vegetarian,"Chicken, Coconut, Spices",746,21,Hard,Daily
M3507,Veg Fried Rice,Indo-Chinese,Dinner,High-Protein,"Rice, Mixed Veg, Soy Sauce",321,27,Medium,Restaurant-Special
M3791,Veg Fried Rice,Indo-Chinese,Lunch,Vegetarian,"Rice, Mixed Veg, Soy Sauce",355,27,Easy,Party
M2345,Chole Bhature,North Indian,Breakfast,Gluten-Free,"Chickpeas, Maida, Spices",738,4,Easy,Festive
M3715,Paneer Chilli,Indo-Chinese,Dinner,Non-Vegetarian,"Paneer, Capsicum, Soy Sauce",433,24,Medium,Festive
M2638,Hakka Noodles,Indo-Chinese,Dinner,Keto,"Noodles, Vegetables, Soy Sauce",265,19,Easy,Restaurant-Special
M3759,Chilli Chicken,Indo-Chinese,Breakfast,Non-Vegetarian,"Chicken, Capsicum, Spices",319,6,Medium,Party
M0058,Idli Sambar,South Indian,Breakfast,Vegan,"Rice, Lentils, Vegetables",181,25,Medium,Party
M3098,Veg Fried Rice,Indo-Chinese,Lunch,Non-Vegetarian,"Rice, Mixed Veg, Soy Sauce",268,21,Hard,Festive
M3991,Veg Fried Rice,Indo-Chinese,Lunch,Vegetarian,"Rice, Mixed Veg, Soy Sauce",562,42,Medium,Restaurant-Special
M2906,Veg Spring Rolls,Indo-Chinese,Snack,High-Protein,"Vegetables, Maida, Spices",162,27,Medium,Festive
M3912,Chicken Fried Rice,Indo-Chinese,Lunch,Vegan,"Rice, Chicken, Soy Sauce",845,39,Hard,Party
M1254,Vada,South Indian,Breakfast,High-Protein,"Lentils, Spices",667,15,Medium,Restaurant-Special
M3330,Chicken Manchurian,Indo-Chinese,Lunch,Gluten-Free,"Chicken, Maida, Spices",843,42,Easy,Party
M2504,Chicken Manchurian,Indo-Chinese,Snack,Keto,"Chicken, Maida, Spices",392,11,Easy,Party
M2334,Aloo Paratha,North Indian,Breakfast,Gluten-Free,"Wheat, Potato, Spices",238,21,Medium,Festive
M3528,Schezwan Noodles,Indo-Chinese,Snack,High-Protein,"Noodles, Vegetables, Schezwan Sauce",578,33,Easy,Party
M3813,Hakka Noodles,Indo-Chinese,Dinner,Vegan,"Noodles, Vegetables, Soy Sauce",765,43,Hard,Party
M1903,Biryani,North Indian,Snack,Gluten-Free,"Rice, Meat/Vegetables, Spices",855,5,Medium,Party
M2260,Rajma Chawal,North Indian,Dinner,Vegan,"Rajma, Rice, Spices",878,41,Easy,Daily
M1899,Baingan Bharta,North Indian,Snack,Non-Vegetarian,"Brinjal, Onion, Tomato",814,15,Medium,Restaurant-Special
M0561,Pongal,South Indian,Lunch,Gluten-Free,"Rice, Moong Dal, Ghee",299,14,Medium,Daily
M0708,Upma,South Indian,Breakfast,Keto,"Rava, Vegetables, Spices",448,19,Easy,Daily
M1648,Kadhi Pakora,North Indian,Snack,Vegetarian,"Besan, Curd, Spices",855,3,Easy,Festive
M0425,Lemon Rice,South Indian,Lunch,Keto,"Rice, Lemon, Spices",842,32,Medium,Restaurant-Special
M1094,Masala Dosa,South Indian,Snack,Gluten-Free,"Rice, Lentils, Potato",785,7,Easy,Daily
M1377,Curd Rice,South Indian,Lunch,High-Protein,"Rice, Curd, Spices",768,45,Hard,Restaurant-Special
M0648,Upma,South Indian,Snack,High-Protein,"Rava, Vegetables, Spices",825,26,Hard,Festive
M0073,Upma,South Indian,Lunch,Vegetarian,"Rava, Vegetables, Spices",198,9,Hard,Festive
M2523,Veg Spring Rolls,Indo-Chinese,Dinner,Vegetarian,"Vegetables, Maida, Spices",727,3,Hard,Party
M1887,Aloo Paratha,North Indian,Breakfast,Gluten-Free,"Wheat, Potato, Spices",317,15,Hard,Restaurant-Special
M1727,Butter Chicken,North Indian,Snack,Vegetarian,"Chicken, Butter, Tomato",756,25,Easy,Festive
M1006,Curd Rice,South Indian,Lunch,Non-Vegetarian,"Rice, Curd, Spices",375,40,Easy,Daily
M0621,Chicken Chettinad,South Indian,Lunch,Gluten-Free,"Chicken, Coconut, Spices",385,6,Hard,Festive
M3320,Chicken Manchurian,Indo-Chinese,Breakfast,Vegetarian,"Chicken, Maida, Spices",446,10,Easy,Restaurant-Special
M0288,Curd Rice,South Indian,Breakfast,Keto,"Rice, Curd, Spices",260,10,Medium,Festive
M0554,Upma,South Indian,Dinner,Gluten-Free,"Rava, Vegetables, Spices",310,12,Easy,Daily
M2382,Baingan Bharta,North Indian,Lunch,Gluten-Free,"Brinjal, Onion, Tomato",442,12,Hard,Restaurant-Special
M1895,Aloo Paratha,North Indian,Dinner,High-Protein,"Wheat, Potato, Spices",229,34,Medium,Restaurant-Special
M2145,Palak Paneer,North Indian,Snack,Vegetarian,"Spinach, Paneer, Spices",448,30,Medium,Restaurant-Special
M1555,Biryani,North Indian,Snack,Gluten-Free,"Rice, Meat/Vegetables, Spices",609,31,Medium,Restaurant-Special
M3546,American Chopsuey,Indo-Chinese,Dinner,Vegan,"Noodles, Vegetables, Sauce",483,23,Hard,Daily
M2258,Rajma Chawal,North Indian,Breakfast,Vegetarian,"Rajma, Rice, Spices",683,41,Hard,Daily
M2548,Schezwan Noodles,Indo-Chinese,Lunch,Gluten-Free,"Noodles, Vegetables, Schezwan Sauce",618,29,Easy,Party
M0999,Pongal,South Indian,Breakfast,Vegan,"Rice, Moong Dal, Ghee",200,13,Hard,Restaurant-Special
M3178,Veg Spring Rolls,Indo-Chinese,Dinner,High-Protein,"Vegetables, Maida, Spices",849,10,Hard,Festive
M1690,Chole Bhature,North Indian,Dinner,Gluten-Free,"Chickpeas, Maida, Spices",758,40,Easy,Festive
M3274,Veg Spring Rolls,Indo-Chinese,Snack,Non-Vegetarian,"Vegetables, Maida, Spices",594,16,Medium,Party
M1398,Lemon Rice,South Indian,Snack,Gluten-Free,"Rice, Lemon, Spices",494,7,Easy,Festive
M1578,Rajma Chawal,North Indian,Breakfast,High-Protein,"Rajma, Rice, Spices",689,28,Medium,Restaurant-Special
M1621,Butter Chicken,North Indian,Breakfast,Gluten-Free,"Chicken, Butter, Tomato",476,10,Medium,Party
M3654,Schezwan Noodles,Indo-Chinese,Snack,Non-Vegetarian,"Noodles, Vegetables, Schezwan Sauce",718,28,Medium,Restaurant-Special
M3726,American Chopsuey,Indo-Chinese,Dinner,Vegan,"Noodles, Vegetables, Sauce",345,33,Easy,Party
M3978,Chicken Fried Rice,Indo-Chinese,Snack,Keto,"Rice, Chicken, Soy Sauce",188,29,Medium,Daily
M2322,Kadhi Pakora,North Indian,Snack,Vegetarian,"Besan, Curd, Spices",440,7,Hard,Restaurant-Special
M3590,Paneer Chilli,Indo-Chinese,Snack,Non-Vegetarian,"Paneer, Capsicum, Soy Sauce",875,21,Easy,Daily
M0441,Curd Rice,South Indian,Dinner,Gluten-Free,"Rice, Curd, Spices",543,24,Medium,Daily
M0509,Vada,South Indian,Lunch,High-Protein,"Lentils, Spices",899,31,Medium,Restaurant-Special
M1101,Masala Dosa,South Indian,Lunch,Gluten-Free,"Rice, Lentils, Potato",163,41,Medium,Restaurant-Special
M0590,Curd Rice,South Indian,Lunch,Gluten-Free,"Rice, Curd, Spices",466,22,Medium,Festive
M1961,Dal Makhani,North Indian,Breakfast,High-Protein,"Urad Dal, Butter, Cream",759,20,Hard,Restaurant-Special
M0650,Chicken Chettinad,South Indian,Breakfast,Non-Vegetarian,"Chicken, Coconut, Spices",717,13,Easy,Festive
M1547,Rajma Chawal,North Indian,Snack,Vegetarian,"Rajma, Rice, Spices",816,41,Easy,Restaurant-Special
M3640,Paneer Chilli,Indo-Chinese,Breakfast,High-Protein,"Paneer, Capsicum, Soy Sauce",897,19,Hard,Festive
M3920,Paneer Chilli,Indo-Chinese,Breakfast,Vegan,"Paneer, Capsicum, Soy Sauce",349,19,Hard,Restaurant-Special
M2324,Rajma Chawal,North Indian,Snack,High-Protein,"Rajma, Rice, Spices",815,18,Medium,Party
M3856,American Chopsuey,Indo-Chinese,Snack,High-Protein,"Noodles, Vegetables, Sauce",196,40,Medium,Party
M2535,Chicken Manchurian,Indo-Chinese,Dinner,High-Protein,"Chicken, Maida, Spices",607,16,Hard,Festive
M1456,Paneer Butter Masala,North Indian,Breakfast,High-Protein,"Paneer, Tomato, Spices",625,43,Medium,Restaurant-Special
M2246,Rajma Chawal,North Indian,Dinner,Non-Vegetarian,"Rajma, Rice, Spices",619,16,Medium,Party
M0661,Chicken Chettinad,South Indian,Lunch,Non-Vegetarian,"Chicken, Coconut, Spices",382,30,Easy,Restaurant-Special
M0631,Rasam Rice,South Indian,Lunch,High-Protein,"Tamarind, Tomato, Spices",883,30,Easy,Party
M0673,Chicken Chettinad,South Indian,Dinner,High-Protein,"Chicken, Coconut, Spices",427,38,Easy,Party
M1250,Masala Dosa,South Indian,Breakfast,Vegan,"Rice, Lentils, Potato",599,21,Easy,Restaurant-Special
M1739,Aloo Paratha,North Indian,Dinner,Non-Vegetarian,"Wheat, Potato, Spices",760,14,Easy,Festive
M0483,Fish Curry,South Indian,Dinner,Vegan,"Fish, Tamarind, Spices",674,36,Easy,Daily
M1585,Biryani,North Indian,Dinner,Gluten-Free,"Rice, Meat/Vegetables, Spices",729,27,Medium,Restaurant-Special
M1980,Aloo Paratha,North Indian,Breakfast,Vegetarian,"Wheat, Potato, Spices",748,32,Hard,Restaurant-Special
M3409,Chicken Fried Rice,Indo-Chinese,Breakfast,Non-Vegetarian,"Rice, Chicken, Soy Sauce",312,43,Hard,Restaurant-Special
M1939,Biryani,North Indian,Dinner,Keto,"Rice, Meat/Vegetables, Spices",266,21,Easy,Party
M1463,Paneer Butter Masala,North Indian,Breakfast,Vegetarian,"Paneer, Tomato, Spices",466,44,Hard,Festive
M2765,Hakka Noodles,Indo-Chinese,Breakfast,Non-Vegetarian,"Noodles, Vegetables, Soy Sauce",589,30,Easy,Restaurant-Special
M2571,Paneer Chilli,Indo-Chinese,Dinner,Keto,"Paneer, Capsicum, Soy Sauce",432,20,Medium,Festive
M2380,Rajma Chawal,North Indian,Breakfast,Gluten-Free,"Rajma, Rice, Spices",541,13,Easy,Festive
M0857,Fish Curry,South Indian,Snack,Gluten-Free,"Fish, Tamarind, Spices",678,19,Easy,Festive
M1226,Upma,South Indian,Dinner,Vegan,"Rava, Vegetables, Spices",881,28,Medium,Party
M1191,Rasam Rice,South Indian,Lunch,Vegan,"Tamarind, Tomato, Spices",302,16,Hard,Restaurant-Special
M2766,Chicken Manchurian,Indo-Chinese,Lunch,Non-Vegetarian,"Chicken, Maida, Spices",218,22,Easy,Party
M3282,American Chopsuey,Indo-Chinese,Breakfast,Vegan,"Noodles, Vegetables, Sauce",161,31,Easy,Restaurant-Special
M0531,Vada,South Indian,Lunch,Non-Vegetarian,"Lentils, Spices",167,4,Hard,Daily
M2658,Veg Fried Rice,Indo-Chinese,Breakfast,High-Protein,"Rice, Mixed Veg, Soy Sauce",486,39,Easy,Daily
M0050,Masala Dosa,South Indian,Dinner,Gluten-Free,"Rice, Lentils, Potato",685,8,Hard,Daily
M3695,Paneer Chilli,Indo-Chinese,Snack,Keto,"Paneer, Capsicum, Soy Sauce",639,18,Hard,Party
M3683,Chicken Fried Rice,Indo-Chinese,Snack,Vegan,"Rice, Chicken, Soy Sauce",271,14,Medium,Festive
M0859,Fish Curry,South Indian,Lunch,Gluten-Free,"Fish, Tamarind, Spices",160,15,Hard,Daily
M2923,Paneer Chilli,Indo-Chinese,Snack,High-Protein,"Paneer, Capsicum, Soy Sauce",602,6,Medium,Party
M1073,Chicken Chettinad,South Indian,Snack,Non-Vegetarian,"Chicken, Coconut, Spices",284,18,Easy,Party
M0720,Masala Dosa,South Indian,Dinner,Non-Vegetarian,"Rice, Lentils, Potato",392,41,Medium,Party
M0152,Chicken Chettinad,South Indian,Dinner,Keto,"Chicken, Coconut, Spices",835,42,Medium,Daily
M2167,Butter Chicken,North Indian,Breakfast,Gluten-Free,"Chicken, Butter, Tomato",815,5,Medium,Daily
M2981,Veg Spring Rolls,Indo-Chinese,Breakfast,High-Protein,"Vegetables, Maida, Spices",451,32,Hard,Daily
M1661,Baingan Bharta,North Indian,Snack,Keto,"Brinjal, Onion, Tomato",312,21,Easy,Party
M1657,Aloo Paratha,North Indian,Dinner,Keto,"Wheat, Potato, Spices",329,38,Easy,Restaurant-Special
M2178,Baingan Bharta,North Indian,Dinner,Vegetarian,"Brinjal, Onion, Tomato",607,27,Hard,Festive
M2313,Palak Paneer,North Indian,Dinner,Non-Vegetarian,"Spinach, Paneer, Spices",223,29,Easy,Festive
M3082,Chicken Manchurian,Indo-Chinese,Dinner,Gluten-Free,"Chicken, Maida, Spices",518,30,Hard,Daily
M2173,Kadhi Pakora,North Indian,Dinner,Non-Vegetarian,"Besan, Curd, Spices",548,9,Hard,Daily
M2956,Chilli Chicken,Indo-Chinese,Breakfast,Vegan,"Chicken, Capsicum, Spices",422,44,Hard,Restaurant-Special
M2858,Hakka Noodles,Indo-Chinese,Breakfast,Non-Vegetarian,"Noodles, Vegetables, Soy Sauce",661,18,Medium,Party
M2944,American Chopsuey,Indo-Chinese,Lunch,Non-Vegetarian,"Noodles, Vegetables, Sauce",323,29,Easy,Restaurant-Special
M3600,Chicken Manchurian,Indo-Chinese,Snack,High-Protein,"Chicken, Maida, Spices",255,28,Hard,Restaurant-Special
M2729,Veg Spring Rolls,Indo-Chinese,Breakfast,Vegan,"Vegetables, Maida, Spices",162,40,Easy,Festive
M2223,Aloo Paratha,North Indian,Breakfast,Gluten-Free,"Wheat, Potato, Spices",261,25,Medium,Restaurant-Special
M1768,Dal Makhani,North Indian,Breakfast,Non-Vegetarian,"Urad Dal, Butter, Cream",457,32,Medium,Restaurant-Special
M1784,Chole Bhature,North Indian,Breakfast,Vegetarian,"Chickpeas, Maida, Spices",486,19,Hard,Daily
M3012,Gobi Manchurian,Indo-Chinese,Dinner,Vegetarian,"Cauliflower, Maida, Spices",771,5,Hard,Party
M1386,Masala Dosa,South Indian,Breakfast,Vegetarian,"Rice, Lentils, Potato",887,28,Hard,Restaurant-Special
M2514,Veg Fried Rice,Indo-Chinese,Snack,Keto,"Rice, Mixed Veg, Soy Sauce",334,23,Hard,Restaurant-Special
M1400,Fish Curry,South Indian,Lunch,Vegetarian,"Fish, Tamarind, Spices",793,21,Easy,Daily
M1196,Fish Curry,South Indian,Breakfast,Vegetarian,"Fish, Tamarind, Spices",564,20,Hard,Daily
M3766,Schezwan Noodles,Indo-Chinese,Dinner,Gluten-Free,"Noodles, Vegetables, Schezwan Sauce",271,40,Easy,Festive
M1476,Biryani,North Indian,Lunch,Gluten-Free,"Rice, Meat/Vegetables, Spices",156,37,Medium,Daily
M2487,Paneer Chilli,Indo-Chinese,Snack,Vegan,"Paneer, Capsicum, Soy Sauce",560,8,Hard,Festive
M3496,Veg Fried Rice,Indo-Chinese,Snack,Non-Vegetarian,"Rice, Mixed Veg, Soy Sauce",839,13,Easy,Party
M2881,Chicken Fried Rice,Indo-Chinese,Breakfast,Vegan,"Rice, Chicken, Soy Sauce",654,33,Hard,Daily
M0298,Idli Sambar,South Indian,Breakfast,Vegan,"Rice, Lentils, Vegetables",808,32,Easy,Restaurant-Special
M2078,Baingan Bharta,North Indian,Breakfast,Keto,"Brinjal, Onion, Tomato",235,26,Easy,Party
M1265,Rasam Rice,South Indian,Lunch,Non-Vegetarian,"Tamarind, Tomato, Spices",865,24,Medium,Restaurant-Special
M3334,Schezwan Noodles,Indo-Chinese,Lunch,Gluten-Free,"Noodles, Vegetables, Schezwan Sauce",827,3,Easy,Restaurant-Special
M0959,Rasam Rice,South Indian,Breakfast,Vegetarian,"Tamarind, Tomato, Spices",747,30,Medium,Daily
M1607,Biryani,North Indian,Lunch,High-Protein,"Rice, Meat/Vegetables, Spices",865,20,Hard,Party
M2708,Veg Fried Rice,Indo-Chinese,Dinner,Non-Vegetarian,"Rice, Mixed Veg, Soy Sauce",803,39,Medium,Restaurant-Special
M0909,Pongal,South Indian,Dinner,High-Protein,"Rice, Moong Dal, Ghee",425,40,Medium,Party
M1930,Chole Bhature,North Indian,Snack,High-Protein,"Chickpeas, Maida, Spices",462,8,Medium,Festive
M1610,Palak Paneer,North Indian,Snack,Vegan,"Spinach, Paneer, Spices",276,25,Hard,Restaurant-Special
M2928,Schezwan Noodles,Indo-Chinese,Snack,Gluten-Free,"Noodles, Vegetables, Schezwan Sauce",480,35,Medium,Party
M1375,Chicken Chettinad,South Indian,Lunch,Gluten-Free,"Chicken, Coconut, Spices",828,29,Hard,Party
M1287,Lemon Rice,South Indian,Dinner,Vegan,"Rice, Lemon, Spices",856,39,Easy,Festive
M3987,Veg Fried Rice,Indo-Chinese,Lunch,Vegan,"Rice, Mixed Veg, Soy Sauce",417,24,Hard,Restaurant-Special
M0350,Upma,South Indian,Dinner,Gluten-Free,"Rava, Vegetables, Spices",485,7,Easy,Festive
M1369,Vada,South Indian,Breakfast,Non-Vegetarian,"Lentils, Spices",429,18,Hard,Daily
M2131,Dal Makhani,North Indian,Dinner,Vegetarian,"Urad Dal, Butter, Cream",725,11,Medium,Restaurant-Special
M0644,Rasam Rice,South Indian,Dinner,Gluten-Free,"Tamarind, Tomato, Spices",662,12,Medium,Party
M2866,Hakka Noodles,Indo-Chinese,Breakfast,Vegan,"Noodles, Vegetables, Soy Sauce",642,28,Hard,Daily
M2043,Dal Makhani,North Indian,Lunch,Vegetarian,"Urad Dal, Butter, Cream",799,42,Medium,Daily
M1682,Rajma Chawal,North Indian,Dinner,Gluten-Free,"Rajma, Rice, Spices",870,37,Hard,Festive
M0670,Upma,South Indian,Breakfast,Non-Vegetarian,"Rava, Vegetables, Spices",888,19,Hard,Daily
M3623,Hakka Noodles,Indo-Chinese,Lunch,Keto,"Noodles, Vegetables, Soy Sauce",683,29,Easy,Restaurant-Special
